PT	AU	BA	CA	GP	RI	OI	BE	Z2	AU	AA	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	VN	VH	DI	D2	L1	L2	L3	EA	SU	DT	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	G1	NR	CR	LA	AS	AC	CG	DG	C1	C3	EC	DE	DA	UT	PM	
J	Gu, Albert; Dao, Tri										Mamba: Linear-Time Sequence Modeling with Selective State Spaces								Arxiv											2	2;2024-05-31;https://www.arxiv.org/abs/2312.00752v2| 1;2023-12-01;https://www.arxiv.org/abs/2312.00752v1	arXiv:2312.00752			http://creativecommons.org/licenses/by/4.0/	http://creativecommons.org/licenses/by/4.0/			preprint	May 31 2024	2024	Foundation models, now powering most of the exciting applications in deep learning, are almost universally based on the Transformer architecture and its core attention module. Many subquadratic-time architectures such as linear attention, gated convolution and recurrent models, and structured state space models (SSMs) have been developed to address Transformers’ computational inefficiency on long sequences, but they have not performed as well as attention on important modalities such as language. We identify that a key weakness of such models is their inability to perform content -based reasoning, and make several improvements. First, simply letting the SSM parameters be functions of the input addresses their weakness with discrete modalities, allowing the model to selectively propagate or forget information along the sequence length dimension depending on the current token. Second, even though this change prevents the use of efficient convolutions, we design a hardware -aware parallel algorithm in recurrent mode. We integrate these selective SSMs into a simplified end -to -end neural network architecture without attention or even MLP blocks ( Mamba ). Mamba enjoys fast inference (5× × higher throughput than Transformers) and linear scaling in sequence length, and its performance improves on real data up to million -length sequences. As a general sequence model backbone, Mamba achieves state-of-the-art performance across several modalities such as language, audio, and genomics. On language modeling, our Mamba -3B model outperforms Transformers of the same size and matches Transformers twice its size, both in pretraining and downstream evaluation.																																	2024-06-19	PPRN:86357134		
J	Oquab, Maxime; Darcet, Timothee; Moutakanni, Theo; Vo, Huy V.; Szafraniec, Marc; Khalidov, Vasil; Fernandez, Pierre; Haziza, Daniel; Massa, Francisco; El-Nouby, Alaaeldin; Assran, Mahmoud; Ballas, Nicolas; Galuba, Wojciech; Howes, Russell; Huang, Po-Yao; Li, Shang-Wen; Misra, Ishan; Rabbat, Michael; Sharma, Vasu; Synnaeve, Gabriel; Xu, Hu; Jegou, Herve; Mairal, Julien; Labatut, Patrick; Joulin, Armand; Bojanowski, Piotr				Li, Shangwen/OYE-2845-2025; Mairal, Julien/AAL-5611-2021; Huang, Poyao/IAQ-3889-2023; Rabbat, Michael/G-4582-2012						DINOv2: Learning Robust Visual Features without Supervision								Arxiv											2	2;2024-02-02;https://www.arxiv.org/abs/2304.07193v2| 1;2023-04-14;https://www.arxiv.org/abs/2304.07193v1	arXiv:2304.07193			http://arxiv.org/licenses/nonexclusive-distrib/1.0/	http://arxiv.org/licenses/nonexclusive-distrib/1.0/			preprint	Feb 02 2024	2024	The recent breakthroughs in natural language processing for model pretraining on large quantities of data have opened the way for similar foundation models in computer vision. These models could greatly simplify the use of images in any system by producing all-purpose visual features, i.e., features that work across image distributions and tasks without finetuning. This work shows that existing pretraining methods, especially self-supervised methods, can produce such features if trained on enough curated data from diverse sources. We revisit existing approaches and combine different techniques to scale our pretraining in terms of data and model size. Most of the technical contributions aim at accelerating and stabilizing the training at scale. In terms of data, we propose an automatic pipeline to build a dedicated, diverse, and curated image dataset instead of uncurated data, as typically done in the self-supervised literature. In terms of models, we train a ViT model (Dosovitskiy et al., 2020) with 1B parameters and distill it into a series of smaller models that surpass the best available all-purpose features, OpenCLIP (Ilharco et al., 2021) on most of the benchmarks at image and pixel levels.																																	2024-02-19	PPRN:62659142		
J	Liu, Aixin; Feng, Bei; Xue, Bing; Wang, Bingxuan; Wu, Bochao; Lu, Chengda; Zhao, Chenggang; Deng, Chengqi; Zhang, Chenyu; Ruan, Chong; Dai, Damai; Guo, Daya; Yang, Dejian; Chen, Deli; Ji, Dongjie; Li, Erhang; Lin, Fangyun; Dai, Fucong; Luo, Fuli; Hao, Guangbo; Chen, Guanting; Li, Guowei; Zhang, H.; Bao, Han; Xu, Hanwei; Wang, Haocheng; Zhang, Haowei; Ding, Honghui; Xin, Huajian; Gao, Huazuo; Li, Hui; Qu, Hui; Cai, J.L.; Liang, Jian; Guo, Jianzhong; Ni, Jiaqi; Li, Jiashi; Wang, Jiawei; Chen, Jin; Chen, Jingchang; Yuan, Jingyang; Qiu, Junjie; Li, Junlong; Song, Junxiao; Dong, Kai; Hu, Kai; Gao, Kaige; Guan, Kang; Huang, Kexin; Yu, Kuai; Wang, Lean; Zhang, Lecong; Xu, Lei; Xia, Leyi; Zhao, Liang; Wang, Litong; Zhang, Liyue; Li, Meng; Wang, Miaojun; Zhang, Mingchuan; Zhang, Minghua; Tang, Minghui; Li, Mingming; Tian, Ning; Huang, Panpan; Wang, Peiyi; Zhang, Peng; Wang, Qiancheng; Zhu, Qihao; Chen, Qinyu; Du, Qiushi; Chen, R.J.; Jin, R.L.; Ge, Ruiqi; Zhang, Ruisong; Pan, Ruizhe; Wang, Runji; Xu, Runxin; Zhang, Ruoyu; Chen, Ruyi; Li, S.S.; Lu, Shanghao; Zhou, Shangyan; Chen, Shanhuang; Wu, Shaoqing; Ye, Shengfeng; Ye, Shengfeng; Ma, Shirong; Wang, Shiyu; Zhou, Shuang; Yu, Shuiping; Zhou, Shunfeng; Pan, Shuting; Wang, T.; Yun, Tao; Pei, Tian; Sun, Tianyu; Xiao, W.L.; Zeng, Wangding; Zhao, Wanjia; An, Wei; Liu, Wen; Liang, Wenfeng; Gao, Wenjun; Yu, Wenqin; Zhang, Wentao; Li, X.Q.; Jin, Xiangyue; Wang, Xianzu; Bi, Xiao; Liu, Xiaodong; Wang, Xiaohan; Shen, Xiaojin; Chen, Xiaokang; Zhang, Xiaokang; Chen, Xiaosha; Nie, Xiaotao; Sun, Xiaowen; Wang, Xiaoxiang; Cheng, Xin; Liu, Xin; Xie, Xin; Liu, Xingchao; Yu, Xingkai; Song, Xinnan; Shan, Xinxia; Zhou, Xinyi; Yang, Xinyu; Li, Xinyuan; Su, Xuecheng; Lin, Xuheng; Li, Y.K.; Wang, Y.Q.; Wei, Y.X.; Zhu, Y.X.; Zhang, Yang; Xu, Yanhong; Xu, Yanhong; Huang, Yanping; Li, Yao; Zhao, Yao; Sun, Yaofeng; Li, Yaohui; Wang, Yaohui; Yu, Yi; Zheng, Yi; Zhang, Yichao; Shi, Yifan; Xiong, Yiliang; He, Ying; Tang, Ying; Piao, Yishi; Wang, Yisong; Tan, Yixuan; Ma, Yiyang; Liu, Yiyuan; Guo, Yongqiang; Wu, Yu; Ou, Yuan; Zhu, Yuchen; Wang, Yuduan; Gong, Yue; Zou, Yuheng; He, Yujia; Zha, Yukun; Xiong, Yunfan; Ma, Yunxian; Yan, Yuting; Luo, Yuxiang; You, Yuxiang; Liu, Yuxuan; Zhou, Yuyang; Wu, Z.F.; Ren, Z.Z.; Ren, Zehui; Sha, Zhangli; Fu, Zhe; Xu, Zhean; Huang, Zhen; Zhang, Zhen; Xie, Zhenda; Zhang, Zhengyan; Hao, Zhewen; Gou, Zhibin; Ma, Zhicheng; Yan, Zhigang; Shao, Zhihong; Xu, Zhipeng; Wu, Zhiyu; Zhang, Zhongyu; Li, Zhuoshu; Gu, Zihui; Zhu, Zijia; Liu, Zijun; Li, Zilin; Xie, Ziwei; Song, Ziyang; Gao, Ziyi; Pan, Zizheng				Yuan, Jingyang/MCX-3868-2025; gao, wenjun/KIA-6581-2024; Zhu, Qihao/JWO-8071-2024; Zhou, Yuyang/U-7520-2018; Liu, Yuxuan/CAI-9269-2022; Sun, Xiaowen/M-6278-2014; Fu, Zhe/LGY-0539-2024; Zhou, Shuang/KMY-7627-2024; Gong, Yue/MGT-4407-2025; SHAN, XIN/KLD-0029-2024; Gao, Ziyi/JRW-0542-2023; Lu, Chengda/HCH-2781-2022; TANG, YINGZHOU/JDW-0473-2023; Zhao, Liang/GRO-5936-2022; ding, honghui/HNQ-3893-2023; Bi, Xiao/GQG-9410-2022; Xie, Zhenda/O-1198-2013; Li, Junlong/IRZ-0254-2023; Chen, Qinyu/KSL-7335-2024; Dai, Damai/KEJ-3256-2024; Yu, Yi/KTI-6745-2024; Yu, Xingkai/AAO-5118-2020; Chen, Xiaosha/AAV-2753-2020; Hao, Guangbo/D-2429-2012; He, Yujia/KCY-7219-2024; Huang, Pan-Pan/GNH-5177-2022; Yan, Zhigang/IUP-3212-2023; Chen, Deli/LTF-5854-2024; ZHANG, CHENYU/LRC-0575-2024; XUE, Bing/JOZ-6681-2023; HUANG, Yanping/A-2726-2010; Ni, Jiaqi/AEP-9771-2022; Huang, Kexin/IGN-8658-2023; Qiu, Junjie/KCZ-2676-2024; zhengyan, zhang/D-2029-2012; Zhang, Ruoyu/AEL-8074-2022; LIU, YIYUAN/KVB-1577-2024; Zhang, Hewei/LJZ-4067-2024; wang, peiyi/LNR-6224-2024; Xu, Yanhong/HSH-1887-2023; Wang, Shiyu/LQL-0370-2024; Zhang, Mingchuan/I-6902-2018; Zheng, Yiming/AFQ-9684-2022; Guo, Daya/HPG-8192-2023						DeepSeek-V3 Technical Report								Arxiv											1	1;2024-12-27;https://www.arxiv.org/abs/2412.19437v1	arXiv:2412.19437			http://arxiv.org/licenses/nonexclusive-distrib/1.0/	http://arxiv.org/licenses/nonexclusive-distrib/1.0/			preprint	Dec 27 2024	2024	We present DeepSeek-V3, a strong Mixture-of-Experts (MoE) language model with 671B total parameters with 37B activated for each token. To achieve efficient inference and cost-effective training, DeepSeek-V3 adopts Multi-head Latent Attention (MLA) and DeepSeekMoE architectures, which were thoroughly validated in DeepSeek-V2. Furthermore, DeepSeek-V3 pioneers an auxiliary-loss-free strategy for load balancing and sets a multi-token prediction training objective for stronger performance. We pre-train DeepSeek-V3 on 14.8 trillion diverse and high-quality tokens, followed by Supervised Fine-Tuning and Reinforcement Learning stages to fully harness its capabilities. Comprehensive evaluations reveal that DeepSeek-V3 outperforms other open-source models and achieves performance comparable to leading closed-source models. Despite its excellent performance, DeepSeek-V3 requires only 2.788M H800 GPU hours for its full training. In addition, its training process is remarkably stable. Throughout the entire training process, we did not experience any irrecoverable loss spikes or perform any rollbacks.  [Graphics]																																	2025-01-24	PPRN:120253656		
J	Shao, Zhihong; Wang, Peiyi; Zhu, Qihao; Xu, Runxin; Song, Junxiao; Bi, Xiao; Zhang, Haowei; Zhang, Mingchuan; Li, Y.K.; Wu, Y.; Guo, Daya				wang, peiyi/LNR-6224-2024; Zhu, Qihao/JWO-8071-2024; Guo, Daya/HPG-8192-2023; Bi, Xiao/GQG-9410-2022; Zhang, Mingchuan/I-6902-2018						DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models								Arxiv											2	2;2024-04-27;https://www.arxiv.org/abs/2402.03300v3| 1;2024-02-06;https://www.arxiv.org/abs/2402.03300v2	arXiv:2402.03300			http://arxiv.org/licenses/nonexclusive-distrib/1.0/	http://arxiv.org/licenses/nonexclusive-distrib/1.0/			preprint	Apr 27 2024	2024	Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath 7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath 7B has achieved an impressive score of 51.7% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4. Self-consistency over 64 samples from DeepSeekMath 7B achieves 60.9% on MATH. The mathematical reasoning capability of DeepSeekMath is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.																																	2024-05-15	PPRN:87534114		
J	Wang, Peng; Bai, Shuai; Tan, Sinan; Wang, Shijie; Fan, Zhihao; Bai, Jinze; Chen, Keqin; Liu, Xuejing; Wang, Jialin; Ge, Wenbin; Fan, Yang; Dang, Kai; Du, Mengfei; Ren, Xuancheng; Men, Rui; Liu, Dayiheng; Zhou, Chang; Zhou, Jingren; Lin, Junyang				Zhou, Mingyuan/AAE-8717-2021; Men, Rui/ABD-4990-2021; Wang, Pengcheng/JYQ-2527-2024; Chen, Keqin/W-1523-2018						Qwen2-VL: Enhancing Vision-Language Model's Perception of the World at Any Resolution								Arxiv											2	2;2024-10-03;https://www.arxiv.org/abs/2409.12191v2| 1;2024-09-18;https://www.arxiv.org/abs/2409.12191v1	arXiv:2409.12191			http://arxiv.org/licenses/nonexclusive-distrib/1.0/	http://arxiv.org/licenses/nonexclusive-distrib/1.0/			preprint	Oct 03 2024	2024	We present the Qwen2-VL Series, an advanced upgrade of the previous Qwen-VL models that redefines the conventional predetermined-resolution approach in visual processing. Qwen2-VL introduces the Naive Dynamic Resolution mechanism, which enables the model to dynamically process images of varying resolutions into different numbers of visual tokens. This approach allows the model to generate more efficient and accurate visual representations, closely aligning with human perceptual processes. The model also integrates Multimodal Rotary Position Embedding (M-RoPE), facilitating the effective fusion of positional information across text, images, and videos. We employ a unified paradigm for processing both images and videos, enhancing the model's visual perception capabilities. To explore the potential of large multimodal models, Qwen2-VL investigates the scaling laws for large vision-language models (LVLMs). By scaling both the model size-with versions at 2B, 8B, and 72B parameters-and the amount of training data, the Qwen2-VL Series achieves highly competitive performance. Notably, the Qwen2-VL-72B model achieves results comparable to leading models such as GPT-4o and Claude3.5-Sonnet across various multimodal benchmarks, outperforming other generalist models. 																																	2024-10-18	PPRN:92079253		
J	Jiang, Albert Q.; Sablayrolles, Alexandre; Roux, Antoine; Mensch, Arthur; Savary, Blanche; Bamford, Chris; Chaplot, Devendra Singh; de las Casas, Diego; Hanna, Emma Bou; Bressand, Florian; Lengyel, Gianna; Bour, Guillaume; Lample, Guillaume; Lavaud, Lelio Renard; Saulnier, Lucile; Lachaux, Marie-Anne; Stock, Pierre; Subramanian, Sandeep; Yang, Sophia; Antoniak, Szymon; Le Scao, Teven; Gervet, Theophile; Lavril, Thibaut; Wang, Thomas; Lacroix, Timothee; El Sayed, William				Hanna, Emma/OUI-8179-2025						Mixtral of Experts								Arxiv											1	1;2024-01-08;https://www.arxiv.org/abs/2401.04088v1	arXiv:2401.04088			http://creativecommons.org/licenses/by/4.0/	http://creativecommons.org/licenses/by/4.0/			preprint	Jan 08 2024	2024	We introduce Mixtral 8x7B, a Sparse Mixture of Experts (SMoE) language model. Mixtral has the same architecture as Mistral 7B, with the difference that each layer is composed of 8 feedforward blocks (i.e. experts). For every token, at each layer, a router network selects two experts to process the current state and combine their outputs. Even though each token only sees two experts, the selected experts can be different at each timestep. As a result, each token has access to 47B parameters, but only uses 13B active parameters during inference. Mixtral was trained with a context size of 32k tokens and it outperforms or matches Llama 2 70B and GPT-3.5 across all evaluated benchmarks. In particular, Mixtral vastly outperforms Llama 2 70B on mathematics, code generation, and multilingual benchmarks. We also provide a model finetuned to follow instructions, Mixtral 8x7B – Instruct, that surpasses GPT-3.5 Turbo, Claude-2.1, Gemini Pro, and Llama 2 70B – chat model on human benchmarks. Both the base and instruct models are released under the Apache 2.0 license.																																	2024-05-25	PPRN:87027637		
J	Gao, Yunfan; Xiong, Yun; Gao, Xinyu; Jia, Kangxiang; Pan, Jinliu; Bi, Yuxi; Dai, Yi; Sun, Jiawei; Wang, Meng; Wang, Haofen				Sun, Jiawei/AAD-5528-2022; Gao, Xinyu/GPP-0730-2022; Dai, Yi/AAC-1336-2019						Retrieval-Augmented Generation for Large Language Models: A Survey								Arxiv											5	5;2024-03-27;https://www.arxiv.org/abs/2312.10997v5| 4;2024-01-05;https://www.arxiv.org/abs/2312.10997v4| 3;2024-01-03;https://www.arxiv.org/abs/2312.10997v3| 2;2023-12-29;https://www.arxiv.org/abs/2312.10997v2| 1;2023-12-18;https://www.arxiv.org/abs/2312.10997v1	arXiv:2312.10997			http://arxiv.org/licenses/nonexclusive-distrib/1.0/	http://arxiv.org/licenses/nonexclusive-distrib/1.0/			preprint	Mar 27 2024	2024	Large Language Models (LLMs) showcase impressive capabilities but encounter challenges like hallucination, outdated knowledge, and non-transparent, untraceable reasoning processes. Retrieval-Augmented Generation (RAG) has emerged as a promising solution by incorporating knowledge from external databases. This enhances the accuracy and credibility of the generation, particularly for knowledge-intensive tasks, and allows for continuous knowledge updates and integration of domain-specific information. RAG synergistically merges LLMs' intrinsic knowledge with the vast, dynamic repositories of external databases. This comprehensive review paper offers a detailed examination of the progression of RAG paradigms, encompassing the Naive RAG, the Advanced RAG, and the Modular RAG. It meticulously scrutinizes the tripartite foundation of RAG frameworks, which includes the retrieval, the generation and the augmentation techniques. The paper highlights the state-of-the-art technologies embedded in each of these critical components, providing a profound understanding of the advancements in RAG systems. Furthermore, this paper introduces up-to-date evaluation framework and benchmark. At the end, this article delineates the challenges currently faced and points out prospective avenues for research and development.																																	2024-04-15	PPRN:86686514		
J	Roziere, Baptiste; Gehring, Jonas; Gloeckle, Fabian; Sootla, Sten; Itai, Gat; Tan, Xiaoqing Ellen; Adi, Yossi; Liu, Jingyu; Sauvestre, Romain; Remez, Tal; Rapin, Jeremy; Kozhevnikov, Artyom; Evtimov, Ivan; Bitton, Joanna; Bhatt, Manish; Ferrer, Cristian Canton; Grattafiori, Aaron; Xiong, Wenhan; Defossez, Alexandre; Copet, Jade; Azhar, Faisal; Touvron, Hugo; Martin, Louis; Usunier, Nicolas; Scialom, Thomas; Synnaeve, Gabriel				Touvron, Hugo/AAW-1800-2021; Adi, Yossi/HLG-5748-2023; Bhatt, Manish/O-5347-2019						Code Llama: Open Foundation Models for Code								Arxiv											3	3;2024-01-31;https://www.arxiv.org/abs/2308.12950v3| 2;2023-08-25;https://www.arxiv.org/abs/2308.12950v2| 1;2023-08-24;https://www.arxiv.org/abs/2308.12950v1	arXiv:2308.12950			http://creativecommons.org/licenses/by/4.0/	http://creativecommons.org/licenses/by/4.0/			preprint	Jan 31 2024	2024	We release Code Llama, a family of large language models for code based on Llama 2 providing state-of-the-art performance among open models, infilling capabilities, support for large input contexts, and zero-shot instruction following ability for programming tasks. We provide multiple flavors to cover a wide range of applications: foundation models (Code Llama), Python specializations (Code Llama - Python), and instruction-following models (Code Llama - Instruct) with 7B, 13B, 34B and 70B parameters each. All models are trained on sequences of 16k tokens and show improvements on inputs with up to 100k tokens. 7B, 13B and 70B Code Llama and Code Llama - Instruct variants support infilling based on surrounding content. Code Llama reaches state-of-the-art performance among open models on several code benchmarks, with scores of up to 67% and 65% on HumanEval and MBPP, respectively. Notably, Code Llama - Python 7B outperforms Llama 2 70B on HumanEval and MBPP, and all our models outperform every other publicly available model on MultiPL-E. We release Code Llama under a permissive license that allows for both research and commercial use.																																	2024-05-25	PPRN:83522477		
J	Abdin, Marah; Jacobs, Sam Ade; Awan, Ammar Ahmad; Aneja, Jyoti; Awadallah, Ahmed; Awadalla, Hany; Bach, Nguyen; Bahree, Amit; Bakhtiari, Arash; Behl, Harkirat; Benhaim, Alon; Bilenko, Misha; Bjorck, Johan; Bubeck, Sebastien; Cai, Martin; Mendes, Caio Cesar Teodoro; Chen, Weizhu; Chaudhary, Vishrav; Chopra, Parul; Giorno, Allie Del; Rosa, Gustavo de; Dixon, Matthew; Eldan, Ronen; Iter, Dan; Garg, Amit; Goswami, Abhishek; Gunasekar, Suriya; Haider, Emman; Hao, Junheng; Hewett, Russell J.; Huynh, Jamie; Javaheripi, Mojan; Jin, Xin; Kauffmann, Piero; Karampatziakis, Nikos; Kim, Dongwoo; Khademi, Mahoud; Kurilenko, Lev; Lee, James R.; Lee, Yin Tat; Li, Yuanzhi; Liang, Chen; Liu, Weishung; Lin, Eric; Lin, Zeqi; Madan, Piyush; Mitra, Arindam; Modi, Hardik; Nguyen, Anh; Norick, Brandon; Patra, Barun; Perez-Becker, Daniel; Portet, Thomas; Pryzant, Reid; Qin, Heyang; Radmilac, Marko; Rosset, Corby; Roy, Sambudha; Ruwase, Olatunji; Saarikivi, Olli; Saied, Amin; Salim, Adil; Santacroce, Michael; Shah, Shital; Shang, Ning; Sharma, Hiteshi; Song, Xia; Tanaka, Masahiro; Wang, Xin; Ward, Rachel; Wang, Guanhua; Witte, Philipp; Wyatt, Michael; Xu, Can; Xu, Jiahang; Yadav, Sonali; Yang, Fan; Yang, Ziyi; Yu, Donghan; Zhang, Chengruidong; Zhang, Cyril; Zhang, Jianwen; Zhang, Li Lyna; Zhang, Yi; Zhang, Yue; Zhang, Yunan; Zhou, Xiren				yang, ziyi/JGD-5349-2023; Hao, Junheng/AAJ-8770-2020; Wang, Guanhua/AAF-7033-2021; NGUYEN, ANH/JGM-7116-2023; Shang, Ning/KIB-6928-2024; Witte, Philipp/AAA-1287-2021; Awadallah, Ahmed/MIQ-7219-2025; Benhaim, Alon/KXR-4981-2024; Zhang, JW/G-3488-2010						Phi-3 Technical Report: A Highly Capable Language Model Locally on Your Phone								Arxiv											1	1;2024-04-23;https://www.arxiv.org/abs/2404.14219v2	arXiv:2404.14219			http://creativecommons.org/licenses/by/4.0/	http://creativecommons.org/licenses/by/4.0/			preprint	Apr 23 2024	2024	We introduce phi -3 -mini, a 3.8 billion parameter language model trained on 3.3 trillion tokens, whose overall performance, as measured by both academic benchmarks and internal testing, rivals that of models such as Mixtral 8x7B and GPT-3.5 (e.g., phi -3 -mini achieves 69% on MMLU and 8.38 on MT -bench), despite being small enough to be deployed on a phone. The innovation lies entirely in our dataset for training, a scaled -up version of the one used for phi -2, composed of heavily filtered web data and synthetic data. The model is also further aligned for robustness, safety, and chat format. We also provide some initial parameter -scaling results with a 7B and 14B models trained for 4.8T tokens, called phi -3 -small and phi -3 -medium, both significantly more capable than phi -3 -mini (e.g., respectively 75% and 78% on MMLU, and 8.7 and 8.9 on MT -bench).																																	2024-05-02	PPRN:88622832		
J	Dong, Qingxiu; Li, Lei; Dai, Damai; Zheng, Ce; Ma, Jingyuan; Li, Rui; Xia, Heming; Xu, Jingjing; Wu, Zhiyong; Chang, Baobao; Sun, Xu; Sui, Zhifang				Liu, Tianyu/HGE-7095-2022; Li, Li/HMO-8564-2023; Xu, Jingjing/ACJ-3010-2022; Li, Lei/LMN-0940-2024; sun, xu/JCN-6491-2023; Ma, Jing-Yuan/GPW-8009-2022; Dai, Damai/KEJ-3256-2024						A Survey on In-context Learning								Arxiv											4	4;2024-10-05;https://www.arxiv.org/abs/2301.00234v6| 3;2024-09-27;https://www.arxiv.org/abs/2301.00234v5| 2;2024-06-18;https://www.arxiv.org/abs/2301.00234v4| 1;2022-12-31;https://www.arxiv.org/abs/2301.00234v1	arXiv:2301.00234			http://arxiv.org/licenses/nonexclusive-distrib/1.0/	http://arxiv.org/licenses/nonexclusive-distrib/1.0/			preprint	Jun 18 2024	2024	With the increasing capabilities of large language models (LLMs), in-context learning (ICL) has emerged as a new paradigm for natural language processing (NLP), where LLMs make predictions based on contexts augmented with a few examples. It has been a significant trend to explore ICL to evaluate and extrapolate the ability of LLMs. In this paper, we aim to survey and summarize the progress and challenges of ICL. We first present a formal definition of ICL and clarify its correlation to related studies. Then, we organize and discuss advanced techniques, including training strategies, prompt designing strategies, and related analysis. Additionally, we explore various ICL application scenarios, such as data engineering and knowledge updating. Finally, we address the challenges of ICL and suggest potential directions for further research. We hope that our work can encourage more research on uncovering how ICL works and improving ICL.																																	2025-08-07	PPRN:35833642		
