PT	AU	BA	CA	GP	RI	OI	BE	Z2	AU	AA	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	VN	VH	DI	D2	L1	L2	L3	EA	SU	DT	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	G1	NR	CR	LA	AS	AC	CG	DG	C1	C3	EC	DE	DA	UT	PM	
J	Xu, Cheng; Guan, Shuhao; Greene, Derek; Kechadi, M-Tahar				Kechadi, M-Tahar/AAH-3906-2020; Guan, Shuhao/OPM-8309-2025						Benchmark Data Contamination of Large Language Models: A Survey								Arxiv											1	1;2024-06-06;https://www.arxiv.org/abs/2406.04244v1	arXiv:2406.04244			http://arxiv.org/licenses/nonexclusive-distrib/1.0/	http://arxiv.org/licenses/nonexclusive-distrib/1.0/			preprint	Jun 06 2024	2024	The rapid development of Large Language Models (LLMs) like GPT-4, Claude-3, and Gemini has transformed the field of natural language processing. However, it has also resulted in a significant issue known as Benchmark Data Contamination (BDC). This occurs when language models inadvertently incorporate evaluation benchmark information from their training data, leading to inaccurate or unreliable performance during the evaluation phase of the process. This paper reviews the complex challenge of BDC in LLM evaluation and explores alternative assessment methods to mitigate the risks associated with traditional benchmarks. The paper also examines challenges and future directions in mitigating BDC risks, highlighting the complexity of the issue and the need for innovative solutions to ensure the reliability of LLM evaluation in real-world applications.																																	2024-06-22	PPRN:89175792		
J	Milionis, Jason; Moallemi, Ciamac C.; Roughgarden, Tim; Zhang, Anthony Lee				Zhang, Anthony Lee/KHE-4031-2024; Milionis, Jason/JJF-2844-2023						Automated Market Making and Loss-Versus-Rebalancing								Arxiv											3	3;2024-05-27;https://www.arxiv.org/abs/2208.06046v5| 2;2023-11-27;https://www.arxiv.org/abs/2208.06046v4| 1;2022-08-11;https://www.arxiv.org/abs/2208.06046v1	arXiv:2208.06046			http://arxiv.org/licenses/nonexclusive-distrib/1.0/	http://arxiv.org/licenses/nonexclusive-distrib/1.0/			preprint	May 27 2024	2024	We consider the market microstructure of automated market makers (AMMs) from the perspective of liquidity providers (LPs). Our central contribution is a “Black-Scholes formula for AMMs”. We identify the main adverse selection cost incurred by LPs, which we call “loss-versusrebalancing” (LVR, pronounced “lever”). LVR captures costs incurred by AMM LPs due to stale prices that are picked off by better informed arbitrageurs. We derive closed-form expressions for LVR applicable to all automated market makers. Our model is quantitatively realistic, matching actual LP returns empirically, and shows how CFMM protocols can be redesigned to reduce or eliminate LVR.																																	2024-06-13	PPRN:12127760		
J	Tang, Yunhao; Guo, Daniel Zhaohan; Zheng, Zeyu; Calandriello, Daniele; Cao, Yuan; Tarassov, Eugene; Munos, Remi; Pires, Bernardo avila; Valko, Michal; Cheng, Yong; Dabney, Will				zheng, zeyu/A-3867-2013						Understanding the performance gap between online and offline alignment algorithms								Arxiv											1	1;2024-05-14;https://www.arxiv.org/abs/2405.08448v1	arXiv:2405.08448			http://arxiv.org/licenses/nonexclusive-distrib/1.0/	http://arxiv.org/licenses/nonexclusive-distrib/1.0/			preprint	May 14 2024	2024	Reinforcement learning from human feedback (RLHF) is the canonical framework for large language model alignment. However, rising popularity in offline alignment algorithms challenge the need for on-policy sampling in RLHF. Within the context of reward over-optimization, we start with an opening set of experiments that demonstrate the clear advantage of online methods over offline methods. This prompts us to investigate the causes to the performance discrepancy through a series of carefully designed experimental ablations. We show empirically that hypotheses such as offline data coverage and data quality by itself cannot convincingly explain the performance difference. We also find that while offline algorithms train policy to become good at pairwise classification, it is worse at generations; in the meantime the policies trained by online algorithms are good at generations while worse at pairwise classification. This hints at a unique interplay between discriminative and generative capabilities, which is greatly impacted by the sampling process. Lastly, we observe that the performance discrepancy persists for both contrastive and non-contrastive loss functions, and appears not to be addressed by simply scaling up policy networks. Taken together, our study sheds light on the pivotal role of on-policy sampling in AI alignment, and hints at certain fundamental challenges of offline alignment algorithms.																																	2024-06-08	PPRN:89046772		
J	Shypula, Alexander; Madaan, Aman; Zeng, Yimeng; Alon, Uri; Gardner, Jacob; Hashemi, Milad; Neubig, Graham; Ranganathan, Parthasarathy; Bastani, Osbert; Yazdanbakhsh, Amir				Yazdanbakhsh, Amir/AFK-5828-2022						Learning Performance-Improving Code Edits								Arxiv											3	3;2024-04-26;https://www.arxiv.org/abs/2302.07867v5| 2;2023-11-08;https://www.arxiv.org/abs/2302.07867v4| 1;2023-02-15;https://www.arxiv.org/abs/2302.07867v3	arXiv:2302.07867			http://arxiv.org/licenses/nonexclusive-distrib/1.0/	http://arxiv.org/licenses/nonexclusive-distrib/1.0/			preprint	Apr 26 2024	2024	With the decline of Moore's law, optimizing program performance has become a major focus of software research. However, high-level optimizations such as API and algorithm changes remain elusive due to the difficulty of understanding the semantics of code. Simultaneously, pretrained large language models (LLMs) have demonstrated strong capabilities at solving a wide range of programming tasks. To that end, we introduce a framework for adapting LLMs to high-level program optimization. First, we curate a dataset of performance-improving edits made by human programmers of over 77,000 competitive C++ programming submission pairs, accompanied by extensive unit tests. A major challenge is the significant variability of measuring performance on commodity hardware, which can lead to spurious "improvements." To isolate and reliably evaluate the impact of program optimizations, we design an environment based on the gem5 full system simulator, the de facto simulator used in academia and industry. Next, we propose a broad range of adaptation strategies for code optimization; for prompting, these include retrieval-based few-shot prompting and chain-of-thought, and for finetuning, these include performance-conditioned generation and synthetic data augmentation based on self-play. A combination of these techniques achieves a mean speedup of 6.86x with eight generations, higher than average optimizations from individual programmers (3.66x). Using our model's fastest generations, we set a new upper limit on the fastest speedup possible for our dataset at 9.64 compared to using the fastest human submissions available (9.56x).																																	2024-05-05	PPRN:38489992		
J	Li, Yuhan; Li, Zhixun; Wang, Peisong; Li, Jia; Sun, Xiangguo; Cheng, Hong; Yu, Jeffrey Xu				Sun, Xiangguo/JSD-9441-2023; Li, YuHan/GZM-2095-2022; Yu, Jeffrey/F-6005-2011						A Survey of Graph Meets Large Language Model: Progress and Future Directions								Arxiv											4	4;2024-04-24;https://www.arxiv.org/abs/2311.12399v4| 3;2024-01-19;https://www.arxiv.org/abs/2311.12399v3| 2;2023-11-28;https://www.arxiv.org/abs/2311.12399v2| 1;2023-11-21;https://www.arxiv.org/abs/2311.12399v1	arXiv:2311.12399			http://arxiv.org/licenses/nonexclusive-distrib/1.0/	http://arxiv.org/licenses/nonexclusive-distrib/1.0/			preprint	Apr 24 2024	2024	Graph plays a significant role in representing and analyzing complex relationships in real -world applications such as citation networks, social networks, and biological data. Recently, Large Language Models (LLMs), which have achieved tremendous success in various domains, have also been leveraged in graph -related tasks to surpass traditional Graph Neural Networks (GNNs) based methods and yield state-of-the-art performance. In this survey, we first present a comprehensive review and analysis of existing methods that integrate LLMs with graphs. First of all, we propose a new taxonomy, which organizes existing methods into three categories based on the role (i.e., enhancer, predictor, and alignment component) played by LLMs in graph -related tasks. Then we systematically survey the representative methods along the three categories of the taxonomy. Finally, we discuss the remaining limitations of existing studies and highlight promising avenues for future research. The relevant papers are summarized and will be consistently updated 																																	2024-05-03	PPRN:86308821		
J	Qin, Libo; Chen, Qiguang; Zhou, Yuhang; Chen, Zhi; Li, Yinghui; Liao, Lizi; Li, Min; Che, Wanxiang; Yu, Philip S.				Li, Yinghui/AAY-1776-2020; Qin, Libo/IUQ-5109-2023; Zhou, Yuhang/HHC-4107-2022; Chen, Qiguang/IVH-6127-2023; Yu, Philip/A-2815-2012; XIN, WANG/KGK-5385-2024						Multilingual Large Language Model: A Survey of Resources, Taxonomy and Frontiers								Arxiv											1	1;2024-04-07;https://www.arxiv.org/abs/2404.04925v1	arXiv:2404.04925			http://arxiv.org/licenses/nonexclusive-distrib/1.0/	http://arxiv.org/licenses/nonexclusive-distrib/1.0/			preprint	Apr 07 2024	2024	Multilingual Large Language Models are capable of using powerful Large Language Models to handle and respond to queries in multiple languages, which achieves remarkable success in multilingual natural language processing tasks. Despite these breakthroughs, there still remains a lack of a comprehensive survey to summarize existing approaches and recent developments in this field. To this end, in this paper, we present a thorough review and provide a unified perspective to summarize the recent progress as well as emerging trends in multilingual large language models (MLLMs) literature. The contributions of this paper can be summarized: (1) First survey: to our knowledge, we take the first step and present a thorough review in MLLMs research field according to multi-lingual alignment; (2) New taxonomy: we offer a new and unified perspective to summarize the current progress of MLLMs; (3) New frontiers: we highlight several emerging frontiers and discuss the corresponding challenges; (4) Abundant resources: we collect abundant open-source resources, including relevant papers, data corpora, and leaderboards. We hope our work can provide the community with quick access and spur breakthrough research in MLLMs.																																	2024-04-21	PPRN:88443895		
J	He, Zhenyu; Zhong, Zexuan; Cai, Tianle; Lee, Jason D.; He, Di										REST: Retrieval-Based Speculative Decoding								Arxiv											1	1;2024-04-04;https://www.arxiv.org/abs/2311.08252v2	arXiv:2311.08252			http://arxiv.org/licenses/nonexclusive-distrib/1.0/	http://arxiv.org/licenses/nonexclusive-distrib/1.0/			preprint	Apr 04 2024	2024	We introduce Retrieval-Based Speculative Decoding (REST), a novel algorithm designed to speed up language model generation. The key insight driving the development of REST is the observation that the process of text generation often includes certain common phases and patterns. Unlike previous methods that rely on a draft language model for speculative decoding, REST harnesses the power of retrieval to generate draft tokens. This method draws from the reservoir of existing knowledge, retrieving and employing relevant tokens based on the current context. Its plug-and-play nature allows for seamless integration and acceleration of any language models, all without necessitating additional training. When benchmarked on 7B and 13B language models in a single-batch setting, REST achieves a significant speedup of 1.62× to 2.36× on code or text generation.																																	2024-04-19	PPRN:86742544		
J	Chen, Guo; Huang, Yifei; Xu, Jilan; Pei, Baoqi; Chen, Zhe; Li, Zhiqi; Wang, Jiahao; Li, Kunchang; Lu, Tong; Wang, Limin				jiahao, wang/ADP-2362-2022; Wang, Limin/AAE-3419-2019; Li, Kunchang/KFA-4043-2024; Huang, Yifei/ABE-4692-2020; Li, Zhiqi/JOK-4033-2023						Video Mamba Suite: State Space Model as a Versatile Alternative for Video Understanding								Arxiv											1	1;2024-03-14;https://www.arxiv.org/abs/2403.09626v1	arXiv:2403.09626			http://creativecommons.org/licenses/by/4.0/	http://creativecommons.org/licenses/by/4.0/			preprint	Mar 14 2024	2024	Understanding videos is one of the fundamental directions in computer vision research, with extensive efforts dedicated to exploring various architectures such as RNN, 3D CNN, and Transformers. The newly proposed architecture of state space model, e.g., Mamba, shows promising traits to extend its success in long sequence modeling to video modeling. To assess whether Mamba can be a viable alternative to Transformers in the video understanding domain, in this work, we conduct a comprehensive set of studies, probing different roles Mamba can play in modeling videos, while investigating diverse tasks where Mamba could exhibit superiority. We categorize Mamba into four roles for modeling videos, deriving a Video Mamba Suite composed of 14 models/modules, and evaluating them on 12 video understanding tasks. Our extensive experiments reveal the strong potential of Mamba on both video-only and video-language tasks while showing promising efficiency-performance trade-offs. We hope this work could provide valuable data points and insights for future research on video understanding.																																	2024-04-11	PPRN:88144922		
J	Stoica, George; Bolya, Daniel; Bjorner, Jakob; Ramesh, Pratik; Hearn, Taylor; Hoffman, Judy				Stoica, George/IAM-6477-2023						ZIPIT! MERGING MODELS FROM DIFFERENT TASKS <italic>without Training</italic>								Arxiv											3	3;2024-03-13;https://www.arxiv.org/abs/2305.03053v3| 2;2024-01-22;https://www.arxiv.org/abs/2305.03053v2| 1;2023-05-04;https://www.arxiv.org/abs/2305.03053v1	arXiv:2305.03053			http://creativecommons.org/licenses/by/4.0/	http://creativecommons.org/licenses/by/4.0/			preprint	Mar 13 2024	2024	Typical deep visual recognition models are capable of performing the one task they were trained on. In this paper, we tackle the extremely difficult problem of combining distinct models with different initializations, each solving a separate task, into one multi-task model without any additional training. Prior work in model merging permutes one model to the space of the other then averages them together. While this works for models trained on the same task, we find that this fails to account for the differences in models trained on disjoint tasks. Thus, we introduce "ZipIt!", a general method for merging two arbitrary models of the same architecture that incorporates two simple strategies. First, in order to account for features that aren't shared between models, we expand the model merging problem to allow for merging features within each model by defining a general "zip" operation. Second, we add support for partially zipping the models up until a specified layer, naturally creating a multi-head model. We find that these two changes combined account for 20-60% improvement over prior work, making it more feasible to merge models trained on disjoint tasks without retraining.																																	2024-04-08	PPRN:67342774		
J	Shum, Kashun; Diao, Shizhe; Zhang, Tong				Zhang, tong/IAP-2587-2023						Automatic Prompt Augmentation and Selection with Chain-of-Thought from Labeled Data								Arxiv											2	2;2024-02-27;https://www.arxiv.org/abs/2302.12822v3| 1;2023-02-24;https://www.arxiv.org/abs/2302.12822v1	arXiv:2302.12822			http://arxiv.org/licenses/nonexclusive-distrib/1.0/	http://arxiv.org/licenses/nonexclusive-distrib/1.0/			preprint	Feb 27 2024	2024	Chain-of-thought (CoT) advances the reasoning abilities of large language models (LLMs) and achieves superior performance in complex reasoning tasks. However, most CoT studies rely on carefully designed human-annotated rational chains to prompt LLMs, posing challenges for real-world applications where labeled data is available without rational chains. This paper proposes a new strategy, Automate-CoT (Automatic Prompt Augmentation and Selection with Chain-of-Thought), that can bypass human engineering of CoT by automatically augmenting rational chains from a small labeled dataset, and then pruning low-quality chains to construct a candidate pool of machine-generated rationale chains based on the labels. Finally, it selects the optimal combination of several rationale chains from the pool for CoT prompting by employing a variance-reduced policy gradient strategy to estimate the significance of each example. Automate-CoT enables a quick adaptation of the CoT technique to different tasks. Experimental results demonstrate the effectiveness of our method, where competitive results are achieved on arithmetic reasoning (+2.7%), commonsense reasoning (+3.4%), symbolic reasoning (+3.2%), and non-reasoning tasks (+2.5%).																																	2024-03-28	PPRN:44143160		
